ParcelNumber,SaleAmount,SaleDate,Bedrooms,YearBuilt,SquareFootageFinishedLiving,Grade,SaleDateYr,Grade out of 10,Year,Total Enrollment,Undergraduate Enrollment,Graduate Enrollment,CPI_Avg,SaleAmount_2024,Z_score
490158100,130000,1994/05/18 04:00:00+00,3,1993.0,2268.0,B +,1994,7.0,1994.0,19724,12568.0,7156.0,148.225,275127,-0.20684814833648912
490158200,25000,1994/06/03 04:00:00+00,3,1994.0,1512.0,B +,1994,7.0,1994.0,19724,12568.0,7156.0,148.225,52909,-0.6361609500682874
490158200,127000,1995/02/14 05:00:00+00,3,1994.0,1512.0,B +,1995,7.0,1995.0,20025,13108.0,6917.0,152.38333333333333,261443,-0.23328487433932388
490160000,214208,2005/07/06 04:00:00+00,3,1953.0,1710.0,B,2005,6.5,2005.0,22071,14213.0,7858.0,195.26666666666665,344127,-0.07354399061976914
490160000,89950,1991/12/06 05:00:00+00,3,1953.0,1710.0,B,1991,6.5,1991.0,17606,11306.0,6300.0,136.16666666666666,207224,-0.33803296313994474
490160000,24500,1971/10/15 04:00:00+00,3,1953.0,1710.0,B,1971,6.5,1971.0,12351,7617.0,4734.0,40.483333333333334,189845,-0.3716082233857256
490161000,725000,2019/08/01 04:00:00+00,3,2000.0,1946.0,A,2019,8.5,2019.0,25018,17011.0,8007.0,255.65258333333335,889609,0.9802968580705477
490161000,29000,1999/04/12 04:00:00+00,3,2000.0,1946.0,A,1999,8.5,1999.0,20794,13576.0,7218.0,166.58333333333334,54610,-0.6328747127889232
490161000,2300,1977/04/05 04:00:00+00,3,2000.0,1946.0,A,1977,8.5,1977.0,15903,10330.0,5573.0,60.61666666666667,11902,-0.7153841905826286
490162000,16000,1967/02/01 05:00:00+00,3,1960.0,925.0,C +,1967,5.0,1967.0,8597,4821.0,3776.0,33.375,150386,-0.4478408141008568
490163000,85000,1990/07/31 04:00:00+00,4,1960.0,925.0,C +,1990,5.0,1990.0,17662,11304.0,6358.0,130.65833333333333,204076,-0.3441147238427308
490163000,94330,1997/04/22 04:00:00+00,4,1960.0,925.0,C +,1997,5.0,1997.0,20262,13246.0,7016.0,160.525,184339,-0.3822455087826569
490164000,39000,1985/06/13 04:00:00+00,3,1960.0,1107.0,C++,1985,5.5,1985.0,16889,11195.0,5694.0,107.60000000000001,113700,-0.5187161232312276
490164000,84000,1995/02/01 05:00:00+00,3,1960.0,1107.0,C++,1995,5.5,1995.0,20025,13108.0,6917.0,152.38333333333333,172923,-0.4043005850796725
490164000,229900,2013/08/30 04:00:00+00,3,1960.0,1107.0,C++,2013,5.5,2013.0,23464,16087.0,7377.0,232.95174999999998,309588,-0.1402714153064038
490164000,420000,2022/12/06 05:00:00+00,3,1960.0,1107.0,C++,2022,5.5,2022.0,26149,17496.0,8653.0,292.6254166666667,450244,0.13146814422697256
490165000,70000,1986/05/29 04:00:00+00,3,1960.0,1107.0,C +,1986,5.0,1986.0,16985,11249.0,5736.0,109.69166666666666,200187,-0.35162805528273544
490166000,160000,2019/03/15 04:00:00+00,3,1960.0,1107.0,C +,2019,5.0,2019.0,25018,17011.0,8007.0,255.65258333333335,196327,-0.35908536033761285
490166000,200000,2017/11/28 05:00:00+00,3,1960.0,1107.0,C +,2017,5.0,2017.0,24360,16655.0,7705.0,245.121,255953,-0.24389124862721942
490167000,5600,1972/02/14 05:00:00+00,4,1960.0,1675.0,B -,1972,6.0,1972.0,12907,8204.0,4703.0,41.80833333333333,42018,-0.6572017556000671
490167000,18400,1966/03/19 04:00:00+00,4,1960.0,1675.0,B -,1966,6.0,1966.0,7873,4513.0,3360.0,32.47083333333333,177760,-0.3949557704292989
490167000,120000,1998/05/04 04:00:00+00,4,1960.0,1675.0,B -,1998,6.0,1998.0,20448,13370.0,7078.0,163.00833333333333,230931,-0.2922323592705204
490168000,32000,1973/08/28 04:00:00+00,4,1960.0,1107.0,C +,1973,5.0,1973.0,13732,8873.0,4859.0,44.425000000000004,225961,-0.3018341225147537
490168000,220000,2013/02/20 05:00:00+00,4,1960.0,1107.0,C +,2013,5.0,2013.0,23464,16087.0,7377.0,232.95174999999998,296256,-0.16602809691045178
490169000,22800,1970/11/17 05:00:00+00,3,1961.0,1107.0,C +,1970,5.0,1970.0,10852,6576.0,4276.0,38.84166666666667,184140,-0.38262996570128915
490170000,62000,1983/04/29 04:00:00+00,4,1960.0,1107.0,C +,1983,5.0,1983.0,16379,10967.0,5412.0,99.58333333333333,195306,-0.36105787548295737
490170000,97000,1992/08/13 04:00:00+00,4,1960.0,1107.0,C +,1992,5.0,1992.0,19867,12614.0,7253.0,140.30833333333334,216870,-0.3193974282800103
490172000,41000,1979/04/27 04:00:00+00,4,1964.0,1508.0,C,1979,4.5,1979.0,16464,10838.0,5626.0,72.58333333333333,177197,-0.39604345507849475
490173000,115000,2014/07/02 04:00:00+00,3,1957.0,1064.0,C++,2014,5.5,2014.0,23732,16483.0,7249.0,236.715,152399,-0.4439518101952951
490173000,255000,2015/10/29 04:00:00+00,3,1957.0,1064.0,C++,2015,5.5,2015.0,23883,16736.0,7147.0,237.00175000000002,337520,-0.08630834670722376
490173000,139177,2013/12/18 05:00:00+00,3,1957.0,1064.0,C++,2013,5.5,2013.0,23464,16087.0,7377.0,232.95174999999998,187418,-0.3762970522375876
490174000,210000,2020/09/08 04:00:00+00,3,1960.0,1034.0,C++,2020,5.5,2020.0,25642,17314.0,8328.0,258.85575,254491,-0.2467157512153621
490174000,348000,2021/05/14 04:00:00+00,3,1960.0,1034.0,C++,2021,5.5,2021.0,26026,17299.0,8727.0,270.96791666666667,402877,0.039957737870916374
490175000,154600,2008/04/09 04:00:00+00,2,1959.0,772.0,C -,2008,4.0,2008.0,22813,15207.0,7606.0,215.25424999999998,225304,-0.30310340992953466
490176000,185000,2017/07/12 04:00:00+00,3,1960.0,900.0,C -,2017,4.0,2017.0,24360,16655.0,7705.0,245.121,236756,-0.2809787836371886
490176000,236000,2018/05/16 04:00:00+00,3,1960.0,900.0,C -,2018,4.0,2018.0,24639,16777.0,7862.0,251.0995,294834,-0.16877532172600507
490177000,47000,1987/08/10 04:00:00+00,2,1955.0,819.0,C -,1987,4.0,1987.0,17034,11097.0,5937.0,113.61666666666667,129767,-0.4876755739263793
490177000,39000,1984/05/21 04:00:00+00,2,1955.0,819.0,C -,1984,4.0,1984.0,16531,10962.0,5569.0,103.93333333333334,117712,-0.5109651626405106
490177000,68000,1998/06/08 04:00:00+00,2,1955.0,819.0,C -,1998,4.0,1998.0,20448,13370.0,7078.0,163.00833333333333,130861,-0.4855620268460591
490178000,15882,1969/11/03 05:00:00+00,5,1972.0,1210.0,C,1969,4.5,1969.0,9735,5769.0,3966.0,36.68333333333333,135815,-0.47599117471086155
490178000,200000,2015/07/30 04:00:00+00,5,1972.0,1210.0,C,2015,4.5,2015.0,23883,16736.0,7147.0,237.00175000000002,264721,-0.2269519608756223
490178000,253000,2018/08/24 04:00:00+00,5,1972.0,1210.0,C,2018,4.5,2018.0,24639,16777.0,7862.0,251.0995,316072,-0.1277446883696616
490180000,31500,1977/12/13 05:00:00+00,3,1958.0,896.0,C,1977,4.5,1977.0,15903,10330.0,5573.0,60.61666666666667,163015,-0.42344228935006756
490181000,68700,1997/09/12 04:00:00+00,3,1958.0,914.0,C +,1997,5.0,1997.0,20262,13246.0,7016.0,160.525,134253,-0.47900887173047774
490181000,65000,1994/02/03 05:00:00+00,3,1958.0,914.0,C +,1994,5.0,1994.0,19724,12568.0,7156.0,148.225,137563,-0.47261413604870467
490181000,120000,2018/04/02 04:00:00+00,3,1958.0,914.0,C +,2018,5.0,2018.0,24639,16777.0,7862.0,251.0995,149915,-0.44875075987309704
490181000,74500,1998/07/02 04:00:00+00,3,1958.0,914.0,C +,1998,5.0,1998.0,20448,13370.0,7078.0,163.00833333333333,143369,-0.4613972673573528
490181100,85000,1999/03/30 04:00:00+00,3,1994.0,1152.0,D +,1999,3.5,1999.0,20794,13576.0,7218.0,166.58333333333334,160065,-0.42914152507853603
490182000,19500,1971/10/04 04:00:00+00,2,1961.0,925.0,D +,1971,3.5,1971.0,12351,7617.0,4734.0,40.483333333333334,151101,-0.44645947391582125
490183000,113500,2019/08/29 04:00:00+00,2,1968.0,925.0,D +,2019,3.5,2019.0,25018,17011.0,8007.0,255.65258333333335,139269,-0.4693182390477666
490183000,66000,1994/08/01 04:00:00+00,2,1968.0,925.0,D +,1994,3.5,1994.0,19724,12568.0,7156.0,148.225,139679,-0.4685261418787252
490183000,13100,1976/05/19 04:00:00+00,2,1968.0,925.0,D +,1976,3.5,1976.0,15529,10080.0,5449.0,56.93333333333334,72179,-0.5989323831233426
490184000,37600,1993/09/01 04:00:00+00,2,1953.0,708.0,D,1993,3.0,1993.0,19711,12446.0,7265.0,144.475,81640,-0.5806542579616341
490184000,91000,2015/09/08 04:00:00+00,2,1953.0,708.0,D,2015,3.0,2015.0,23883,16736.0,7147.0,237.00175000000002,120448,-0.5056793629953954
490186000,200000,2011/07/25 04:00:00+00,3,1953.0,1045.0,D +,2011,3.5,2011.0,24297,15762.0,8535.0,224.923,278937,-0.1994874404973485
490186000,24900,1976/05/28 04:00:00+00,3,1953.0,1045.0,D +,1976,3.5,1976.0,15529,10080.0,5449.0,56.93333333333334,137196,-0.47332315961221244
490186000,315000,2021/05/28 04:00:00+00,3,1953.0,1045.0,D +,2021,3.5,2021.0,26026,17299.0,8727.0,270.96791666666667,364673,-0.033850262729222334
490186000,80000,2010/11/12 05:00:00+00,3,1953.0,1045.0,D +,2010,3.5,2010.0,24391,15595.0,8796.0,218.0761666666667,115078,-0.5160539039655228
490187100,530500,2023/08/03 04:00:00+00,3,2012.0,1400.0,B +,2023,7.0,2023.0,25944,17618.0,8326.0,304.70416666666665,546158,0.31676865123047226
490187100,237000,2013/02/26 05:00:00+00,3,2012.0,1400.0,B +,2013,7.0,2013.0,23464,16087.0,7377.0,232.95174999999998,319149,-0.12180009571322177
490187200,244425,2012/11/13 05:00:00+00,3,2012.0,1400.0,B +,2012,7.0,2012.0,23907,15822.0,8085.0,229.58608333333333,333973,-0.09316095319158905
490187300,239500,2013/01/31 05:00:00+00,3,2012.0,1400.0,B +,2013,7.0,2013.0,23464,16087.0,7377.0,232.95174999999998,322515,-0.11529717114982352
490187300,302000,2015/08/04 04:00:00+00,3,2012.0,1400.0,B +,2015,7.0,2015.0,23883,16736.0,7147.0,237.00175000000002,399730,0.0338779091124451
490188000,386000,2022/07/08 04:00:00+00,2,1955.0,942.0,C,2022,4.5,2022.0,26149,17496.0,8653.0,292.6254166666667,413796,0.06105263784350863
490188000,139000,2003/03/06 05:00:00+00,2,1955.0,942.0,C,2003,4.5,2003.0,21446,13829.0,7617.0,184.0,236978,-0.2805498919993174
490188000,75000,1997/05/15 04:00:00+00,2,1955.0,942.0,C,1997,4.5,1997.0,20262,13246.0,7016.0,160.525,146564,-0.4552247052717743
490189000,234000,2005/06/03 04:00:00+00,3,1955.0,1248.0,C,2005,4.5,2005.0,22071,14213.0,7858.0,195.26666666666665,375923,-0.012115889188452772
490189000,52000,1983/01/12 05:00:00+00,3,1955.0,1248.0,C,1983,4.5,1983.0,16379,10967.0,5412.0,99.58333333333333,163805,-0.42191605334142684
490189000,265000,2017/12/15 05:00:00+00,3,1955.0,1248.0,C,2017,4.5,2017.0,24360,16655.0,7705.0,245.121,339138,-0.0831824608059824
490189000,213400,2014/06/25 04:00:00+00,3,1955.0,1248.0,C,2014,4.5,2014.0,23732,16483.0,7249.0,236.715,282800,-0.19202433960952692
490190000,18500,1972/08/29 04:00:00+00,3,1955.0,875.0,C +,1972,5.0,1972.0,12907,8204.0,4703.0,41.80833333333333,138809,-0.4702069334325447
490191000,187000,2012/06/15 04:00:00+00,2,1955.0,1132.0,C +,2012,5.0,2012.0,23907,15822.0,8085.0,229.58608333333333,255509,-0.2447490319029618
490191000,25000,1975/03/27 04:00:00+00,2,1955.0,1132.0,C +,1975,5.0,1975.0,15179,9770.0,5409.0,53.824999999999996,145702,-0.4568900412710759
490191000,90000,2002/06/25 04:00:00+00,2,1955.0,1132.0,C +,2002,5.0,2002.0,21536,13805.0,7731.0,179.86666666666667,156965,-0.4351305524542148
490191000,161000,2004/07/01 04:00:00+00,2,1955.0,1132.0,C +,2004,5.0,2004.0,21691,14129.0,7562.0,188.90833333333333,267353,-0.22186708343923958
490192000,216000,2014/09/12 04:00:00+00,3,1955.0,1534.0,B,2014,6.5,2014.0,23732,16483.0,7249.0,236.715,286246,-0.18536685950094986
490192000,150000,2002/08/21 04:00:00+00,3,1955.0,1534.0,B,2002,6.5,2002.0,21536,13805.0,7731.0,179.86666666666667,261608,-0.23296610352739258
490192000,229900,2005/06/15 04:00:00+00,3,1955.0,1534.0,B,2005,6.5,2005.0,22071,14213.0,7858.0,195.26666666666665,369336,-0.024841606389612695
490192000,219000,2010/06/17 04:00:00+00,3,1955.0,1534.0,B,2010,6.5,2010.0,24391,15595.0,8796.0,218.0761666666667,315026,-0.12976550212287447
490192000,91500,1999/08/09 04:00:00+00,3,1955.0,1534.0,B,1999,6.5,1999.0,20794,13576.0,7218.0,166.58333333333334,172306,-0.405492594721864
490192000,38500,1978/08/01 04:00:00+00,3,1955.0,1534.0,B,1978,6.5,1978.0,16179,10562.0,5617.0,65.24166666666666,185117,-0.380742456105793
490194000,335000,2019/05/15 04:00:00+00,2,1955.0,984.0,C +,2019,5.0,2019.0,25018,17011.0,8007.0,255.65258333333335,411060,0.05576683819839347
490194000,210000,2004/05/28 04:00:00+00,2,1955.0,984.0,C +,2004,5.0,2004.0,21691,14129.0,7562.0,188.90833333333333,348722,-0.06466670649356147
490194000,37500,1978/08/31 04:00:00+00,2,1955.0,984.0,C +,1978,5.0,1978.0,16179,10562.0,5617.0,65.24166666666666,180309,-0.39003124437103925
490194000,412500,2022/07/13 04:00:00+00,2,1955.0,984.0,C +,2022,5.0,2022.0,26149,17496.0,8653.0,292.6254166666667,442204,0.11593531193650257
490194000,105000,2000/08/02 04:00:00+00,2,1955.0,984.0,C +,2000,5.0,2000.0,20810,13718.0,7092.0,172.1916666666667,191288,-0.36882042773956286
490195000,242500,2017/08/18 04:00:00+00,4,1966.0,1752.0,D +,2017,3.5,2017.0,24360,16655.0,7705.0,245.121,310343,-0.13881279734877883
490195000,165000,2003/09/30 04:00:00+00,4,1966.0,1752.0,D +,2003,3.5,2003.0,21446,13829.0,7617.0,184.0,281305,-0.19491259636005587
490195000,62000,1984/05/29 04:00:00+00,4,1966.0,1752.0,D +,1984,3.5,1984.0,16531,10962.0,5569.0,103.93333333333334,187132,-0.3768495883116018
490196000,169500,2013/03/01 05:00:00+00,3,1957.0,1531.0,C +,2013,5.0,2013.0,23464,16087.0,7377.0,232.95174999999998,228252,-0.2974080380896957
490196000,236000,2015/10/14 04:00:00+00,3,1957.0,1531.0,C +,2015,5.0,2015.0,23883,16736.0,7147.0,237.00175000000002,312371,-0.1348948142784961
490196000,190000,2007/10/25 04:00:00+00,3,1957.0,1531.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,287457,-0.1830272749358057
490196000,10600,1974/12/11 05:00:00+00,3,1957.0,1531.0,C +,1974,5.0,1974.0,14382,9358.0,5024.0,49.31666666666666,67425,-0.6081168463955932
490200100,182500,2013/08/01 04:00:00+00,3,1982.0,1200.0,C +,2013,5.0,2013.0,23464,16087.0,7377.0,232.95174999999998,245758,-0.2635874209159435
490200100,484083,2019/10/11 04:00:00+00,3,1982.0,1200.0,C +,2019,5.0,2019.0,25018,17011.0,8007.0,255.65258333333335,593992,0.40918127558150974
490200100,58000,1983/03/25 04:00:00+00,3,1982.0,1200.0,C +,1983,5.0,1983.0,16379,10967.0,5412.0,99.58333333333333,182706,-0.38540037384861925
490200100,165000,2011/05/25 04:00:00+00,3,1982.0,1200.0,C +,2011,5.0,2011.0,24297,15762.0,8535.0,224.923,230123,-0.29379337027682634
490200200,98500,1999/08/06 04:00:00+00,3,1982.0,1200.0,C +,1999,5.0,1999.0,20794,13576.0,7218.0,166.58333333333334,185488,-0.3800257047650263
490200200,68500,1988/11/18 05:00:00+00,3,1982.0,1200.0,C +,1988,5.0,1988.0,17168,11197.0,5971.0,118.27499999999999,181680,-0.38738254871553746
490200200,89900,1996/06/27 04:00:00+00,3,1982.0,1200.0,C +,1996,5.0,1996.0,19789,13129.0,6660.0,156.85833333333332,179789,-0.3910358554147015
490200200,484083,2019/10/11 04:00:00+00,3,1982.0,1200.0,C +,2019,5.0,2019.0,25018,17011.0,8007.0,255.65258333333335,593992,0.40918127558150974
490200200,184900,2004/05/17 04:00:00+00,3,1982.0,1200.0,C +,2004,5.0,2004.0,21691,14129.0,7562.0,188.90833333333333,307041,-0.14519207747603402
490200200,160000,2012/07/26 04:00:00+00,3,1982.0,1200.0,C +,2012,5.0,2012.0,23907,15822.0,8085.0,229.58608333333333,218618,-0.31602038961785334
490200200,194900,2008/07/30 04:00:00+00,3,1982.0,1200.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,284034,-0.18964032032514386
490201000,525000,2024/07/01 04:00:00+00,2,1950.0,1170.0,C +,2024,5.0,2024.0,26470,17901.0,8569.0,313.69783333333334,525000,0.2758925734193076
490201000,220000,2014/07/15 04:00:00+00,2,1950.0,1170.0,C +,2014,5.0,2014.0,23732,16483.0,7249.0,236.715,291546,-0.17512755463285398
490202100,69500,1993/06/10 04:00:00+00,2,1975.0,1102.0,C -,1993,4.0,1993.0,19711,12446.0,7265.0,144.475,150904,-0.44684006694582407
490202100,50000,1983/03/31 04:00:00+00,2,1975.0,1102.0,C -,1983,4.0,1983.0,16379,10967.0,5412.0,99.58333333333333,157505,-0.4340873025242578
490202100,132000,2004/02/26 05:00:00+00,2,1975.0,1102.0,C -,2004,4.0,2004.0,21691,14129.0,7562.0,188.90833333333333,219196,-0.3149037258039365
490202100,99500,2001/06/26 04:00:00+00,2,1975.0,1102.0,C -,2001,4.0,2001.0,21133,13766.0,7367.0,177.04166666666666,176302,-0.3977725452401827
490202200,58500,1987/10/20 04:00:00+00,2,1975.0,1102.0,C -,1987,4.0,1987.0,17034,11097.0,5937.0,113.61666666666667,161519,-0.42633247804491126
490202200,69000,1998/10/02 04:00:00+00,2,1975.0,1102.0,C -,1998,4.0,1998.0,20448,13370.0,7078.0,163.00833333333333,132785,-0.4818449659845088
490202200,46000,1981/05/29 04:00:00+00,2,1975.0,1102.0,C -,1981,4.0,1981.0,16420,11053.0,5367.0,90.93333333333334,158688,-0.4318018123999262
490202200,224000,2022/05/18 04:00:00+00,2,1975.0,1102.0,C -,2022,4.0,2022.0,26149,17496.0,8653.0,292.6254166666667,240130,-0.2744604035192725
490203000,425000,2022/10/20 04:00:00+00,4,1961.0,1720.0,C +,2022,5.0,2022.0,26149,17496.0,8653.0,292.6254166666667,455604,0.14182336575395255
490203000,225000,2005/03/31 04:00:00+00,4,1961.0,1720.0,C +,2005,5.0,2005.0,22071,14213.0,7858.0,195.26666666666665,361464,-0.040049872035207185
490203000,88000,1997/11/25 05:00:00+00,4,1961.0,1720.0,C +,1997,5.0,1997.0,20262,13246.0,7016.0,160.525,171969,-0.4061436599559297
490203000,295500,2016/09/01 04:00:00+00,4,1961.0,1720.0,C +,2016,5.0,2016.0,23898,16331.0,7567.0,240.00541666666666,386231,0.007798592807836355
490204000,34000,1976/06/21 04:00:00+00,3,1962.0,1025.0,B -,1976,6.0,1976.0,15529,10080.0,5449.0,56.93333333333334,187337,-0.3764535397270811
490205000,99500,1990/05/15 04:00:00+00,3,1962.0,1000.0,C,1990,4.5,1990.0,17662,11304.0,6358.0,130.65833333333333,238889,-0.2768579464138587
490205000,25000,1970/11/02 05:00:00+00,3,1962.0,1000.0,C,1970,4.5,1970.0,10852,6576.0,4276.0,38.84166666666667,201908,-0.3483031791170764
490206000,213000,2013/08/27 04:00:00+00,3,1962.0,999.0,C,2013,4.5,2013.0,23464,16087.0,7377.0,232.95174999999998,286830,-0.1842386040211446
490206000,16700,1966/06/02 04:00:00+00,3,1962.0,999.0,C,1966,4.5,1966.0,7873,4513.0,3360.0,32.47083333333333,161337,-0.426684091910193
490207000,359950,2024/03/05 05:00:00+00,3,1961.0,960.0,C,2024,4.5,2024.0,26470,17901.0,8569.0,313.69783333333334,359950,-0.042974835727716085
490209000,20500,1967/05/01 04:00:00+00,3,1959.0,1092.0,C +,1967,5.0,1967.0,8597,4821.0,3776.0,33.375,192683,-0.36612536542050744
490210000,35500,1977/03/02 05:00:00+00,3,1959.0,1492.0,C +,1977,5.0,1977.0,15903,10330.0,5573.0,60.61666666666667,183716,-0.38344911009073684
490211000,57000,1998/07/10 04:00:00+00,3,1959.0,1092.0,C +,1998,5.0,1998.0,20448,13370.0,7078.0,163.00833333333333,109692,-0.5264593560446859
490212000,39000,1976/11/12 05:00:00+00,3,1961.0,1092.0,C +,1976,5.0,1976.0,15529,10080.0,5449.0,56.93333333333334,214886,-0.32323040580044465
490213000,267500,2003/11/10 05:00:00+00,3,1963.0,1067.0,C++,2003,5.5,2003.0,21446,13829.0,7617.0,184.0,456055,0.14269467263989805
490213000,79000,1989/06/15 04:00:00+00,3,1963.0,1067.0,C++,1989,5.5,1989.0,17444,11199.0,6245.0,123.94166666666666,199949,-0.35208785802964243
490213000,36000,1976/08/19 04:00:00+00,3,1963.0,1067.0,C++,1976,5.5,1976.0,15529,10080.0,5449.0,56.93333333333334,198356,-0.35516544532301536
490213000,109300,2001/04/06 04:00:00+00,3,1963.0,1067.0,C++,2001,5.5,2001.0,21133,13766.0,7367.0,177.04166666666666,193667,-0.36422433221480816
490215000,196000,2000/08/15 04:00:00+00,3,1963.0,1251.0,C++,2000,5.5,2000.0,20810,13718.0,7092.0,172.1916666666667,357071,-0.04853690340983836
490215000,332500,2020/06/05 04:00:00+00,3,1963.0,1251.0,C++,2020,5.5,2020.0,25642,17314.0,8328.0,258.85575,402944,0.04008717814000362
490215000,102000,1997/04/07 04:00:00+00,3,1963.0,1251.0,C++,1997,5.5,1997.0,20262,13246.0,7016.0,160.525,199328,-0.3532875954490929
490215000,92000,1993/09/30 04:00:00+00,3,1963.0,1251.0,C++,1993,5.5,1993.0,19711,12446.0,7265.0,144.475,199759,-0.35245492744944207
490216000,67000,1995/09/21 04:00:00+00,3,1964.0,1008.0,C +,1995,5.0,1995.0,20025,13108.0,6917.0,152.38333333333333,137926,-0.47191284026245583
490216000,31000,1976/09/17 04:00:00+00,3,1964.0,1008.0,C +,1976,5.0,1976.0,15529,10080.0,5449.0,56.93333333333334,170807,-0.4083885792496519
490217000,218000,2017/08/11 04:00:00+00,3,1965.0,1008.0,C +,2017,5.0,2017.0,24360,16655.0,7705.0,245.121,278989,-0.19938697939298228
490217000,48800,1979/07/03 04:00:00+00,3,1965.0,1008.0,C +,1979,5.0,1979.0,16464,10838.0,5626.0,72.58333333333333,210908,-0.3309156802844608
490219000,123000,1993/03/03 05:00:00+00,3,1964.0,1065.0,C +,1993,5.0,1993.0,19711,12446.0,7265.0,144.475,267069,-0.22241575562462435
490219000,397000,2024/08/22 04:00:00+00,3,1964.0,1065.0,C +,2024,5.0,2024.0,26470,17901.0,8569.0,313.69783333333334,397000,0.028603701133218352
490219000,274000,2006/02/27 05:00:00+00,3,1964.0,1065.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,426443,0.08548593759196309
490219000,225000,2004/01/20 05:00:00+00,3,1964.0,1065.0,C +,2004,5.0,2004.0,21691,14129.0,7562.0,188.90833333333333,373631,-0.016543905557825558
490220000,64000,1983/04/29 04:00:00+00,3,1961.0,960.0,C +,1983,5.0,1983.0,16379,10967.0,5412.0,99.58333333333333,201606,-0.3488866263001264
490221000,21000,1968/10/18 04:00:00+00,3,1961.0,1053.0,C +,1968,5.0,1968.0,9011,5342.0,3669.0,34.791666666666664,189345,-0.3725741955430931
490222000,310000,2021/03/17 04:00:00+00,3,1962.0,999.0,C +,2021,5.0,2021.0,26026,17299.0,8727.0,270.96791666666667,358885,-0.04503235642290894
490222000,68900,1986/08/20 04:00:00+00,3,1962.0,999.0,C +,1986,5.0,1986.0,16985,11249.0,5736.0,109.69166666666666,197041,-0.357705952096892
490226000,124000,1981/07/31 04:00:00+00,6,1966.0,1085.0,C,1981,4.5,1981.0,16420,11053.0,5367.0,90.93333333333334,427769,0.08804769575330179
490226000,80000,1988/04/29 04:00:00+00,6,1966.0,1085.0,C,1988,4.5,1988.0,17168,11197.0,5971.0,118.27499999999999,212182,-0.32845438322748827
490226000,265000,2018/09/20 04:00:00+00,6,1966.0,1085.0,C,2018,4.5,2018.0,24639,16777.0,7862.0,251.0995,331063,-0.09878291114746812
490226100,68000,1984/12/28 05:00:00+00,6,1966.0,1110.0,C,1984,4.5,1984.0,16531,10962.0,5569.0,103.93333333333334,205241,-0.3418640087160644
490226100,124000,1981/07/31 04:00:00+00,6,1966.0,1110.0,C,1981,4.5,1981.0,16420,11053.0,5367.0,90.93333333333334,427769,0.08804769575330179
490226100,196500,2005/04/12 04:00:00+00,6,1966.0,1110.0,C,2005,4.5,2005.0,22071,14213.0,7858.0,195.26666666666665,315679,-0.1285039424853525
490226100,115000,2000/03/15 04:00:00+00,6,1966.0,1110.0,C,2000,4.5,2000.0,20810,13718.0,7092.0,172.1916666666667,209506,-0.3336242662137193
490226100,373800,2023/10/31 04:00:00+00,6,1966.0,1110.0,C,2023,4.5,2023.0,25944,17618.0,8326.0,304.70416666666665,384833,0.005097734655836724
490226100,300000,2014/09/02 04:00:00+00,6,1966.0,1110.0,C,2014,4.5,2014.0,23732,16483.0,7249.0,236.715,397563,0.029691385782414197
490226200,29500,1974/08/15 04:00:00+00,6,1966.0,1728.0,C,1974,4.5,1974.0,14382,9358.0,5024.0,49.31666666666666,187646,-0.375856568933828
490229000,159900,2002/04/10 04:00:00+00,5,1965.0,1473.0,C +,2002,5.0,2002.0,21536,13805.0,7731.0,179.86666666666667,278874,-0.1996091529891768
490229000,39000,1975/09/16 04:00:00+00,5,1965.0,1473.0,C +,1975,5.0,1975.0,15179,9770.0,5409.0,53.824999999999996,227296,-0.2992549768545824
490229000,370000,2019/03/28 04:00:00+00,5,1965.0,1473.0,C +,2019,5.0,2019.0,25018,17011.0,8007.0,255.65258333333335,454007,0.13873805068332062
490229100,65000,1986/03/18 04:00:00+00,6,1966.0,1728.0,C,1986,4.5,1986.0,16985,11249.0,5736.0,109.69166666666666,185887,-0.379254858983447
490229100,110000,1980/07/16 04:00:00+00,6,1966.0,1728.0,C,1980,4.5,1980.0,16452,11046.0,5406.0,82.38333333333334,418856,0.07082827607606809
490229101,102767,2000/09/15 04:00:00+00,6,1966.0,1050.0,C,2000,4.5,2000.0,20810,13718.0,7092.0,172.1916666666667,187220,-0.37667957721190515
490229101,262500,2006/05/25 04:00:00+00,6,1966.0,1050.0,C,2006,4.5,2006.0,22371,14678.0,7693.0,201.5583333333333,408545,0.050907998246834764
490229101,82500,1995/06/15 04:00:00+00,6,1966.0,1050.0,C,1995,4.5,1995.0,20025,13108.0,6917.0,152.38333333333333,169835,-0.41026642912357436
490229110,100000,2015/07/21 04:00:00+00,6,1966.0,1050.0,C,2015,4.5,2015.0,23883,16736.0,7147.0,237.00175000000002,132360,-0.4826660423182712
490229110,48000,1980/10/15 04:00:00+00,6,1966.0,1050.0,C,1980,4.5,1980.0,16452,11046.0,5406.0,82.38333333333334,182773,-0.385270933579532
490229110,244000,2015/07/27 04:00:00+00,6,1966.0,1050.0,C,2015,4.5,2015.0,23883,16736.0,7147.0,237.00175000000002,322960,-0.11443745592976641
490229120,22900,1976/11/10 05:00:00+00,3,1965.0,1036.0,C,1976,4.5,1976.0,15529,10080.0,5449.0,56.93333333333334,126177,-0.4946112540162782
